Tiếng Việt,Tiếng BaNa
"Qua đó trang bị cho người lao động nông thôn những kiến thức về nghề nghiệp để góp phần tạo công ăn việc làm, thu nhập ổn định, duy trì cuộc sống, tăng năng suất lao động, chuyển đổi ngành nghề, thực hiện đúng theo chủ trương chính sách của Đảng và Nhà nước
","Qua 'noh tơgŭm ăn nă ma cham pơlei rim tơdrong băt lơ̆m nghê nghiêp sư̆ pơgŏp tơdrong ăn nă ma ơĭ tơdrong pơm, thu 'yŏk alưng, duy tri tơdrong yăl arih, tơplih nganh nghê, pơm trŏ 'boi tơdrong đơ̆ng Đang weng kơpal
"
"Kết thúc khóa học, 100% học viên được cấp chứng chỉ nghề
","Atŭch măng hŏk, 100% nă ma đei kơ̆p chư̆ng chi nghê
"
"Chiều ngày 30.10, Công ty xăng dầu Bình Định phối hợp Viện Kiểm sát nhân dân huyện Vĩnh Thạnh tổ chức nghiệm thu và bàn giao Nhà tình nghĩa cho hộ gia đình bà Phạm Thị Xuân, ở thôn Định Trị, xã Vĩnh Hảo
","Ksơ̆ 'năr 30/10, Cty xăng jơ̆u Binh Đinh adrĭng Viên kiêm sat nhân dân huyên Vinh Thanh pơlŏk nghiêm thu weng 'ban jao hnam tinh nghia ăn ŭnh hnam yă Pham Thi Xuan, oei thôn Đinh Tri, xa Vinh hao
"
"Bà Phạm Thị Xuân thuộc diện hộ gia đình hưởng chế độ chính sách đối với thân nhân Liệt sĩ có nhà ở đơn sơ
","Yă Pham thi Xuân oei lơ̆m kơbră ŭnh hnam hương tơdrong chinh sach adrĭng thân nhân liêt si ơĭ hnam oei đơn sơ
"
"Ngôi nhà được khởi công xây dựng khoảng tháng 7.2019. Qua hơn 3 tháng triển khai xây dựng đến nay đã hoàn thành
","Hnam đei pơm tơmưt khoang khĕi 7/2019. Qua loi 3 khĕi pơnhroh pơm truh ahrĕi jơh keh kong
"
"Nhà xây dựng cấp 4, với diện tích khoảng 60m2
","Hnam pơm kơ̆p 4 adrĭng chđeh teh khoang 60m2
"
"Tổng kinh phí xây dựng gần 200 triệu đồng
","Pơting ksô̆ jên pơm jê̆ 200 triêu đông
"
"Trong đó, Công ty xăng dầu Bình Định hỗ trợ 50 triệu đồng, Viện Kiểm sát nhân dân huyện Vĩnh Thạnh hỗ trợ 10 triệu đồng, phần còn lại gia đình thêm vào
","Lơ̆m 'noh, Cty xăng jơ̆u Binh Đinh tơgŭm 50 triêu đông, Viên kiêm sat nhân dân huyên Vinh Thanh tơgŭm 10 triêu đông, ksô̆ ară ŭnh hnam pơgŏp
"
"Tại buổi Lễ trao tặng, các đơn vị Viện Kiểm sát nhân dân tỉnh, Công ty xăng dầu Bình Định, Viện Kiểm sát nhân dân huyện cũng đã tặng nhiều phần quà cho gia đình bà Xuân, đó là những đồ dùng thiết yếu phục vụ cuộc sống
","Dơnŏ măng lê, rim đơn vi Viên kiêm sat nhân dân tinh, Cty xăng jơ̆u Binh Đinh, Viên kiêm sat nhân dân huyên kung jơh ăn lư phân qua ăn ŭnh hnam yă Xuân, anu la rim đô chă yuô tơpă sư̆ tơgŭm tơdrong yăl arih
"
"Trong những năm qua, các cấp hội cựu chiến binh trong huyện đã tích cực đẩy mạnh học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh bằng những việc làm thiết thực, cụ thể gắn với phong trào thi đua ""CCB gương mẫu"" đã được Hội CCB huyện triển khai sâu rộng tới toàn thể cán bộ, hội viên CCB trong toàn huyện; nhờ hình thức triển khai đa dạng, nội dung phong phú và thiết thực nên cuộc vận động và phong trào thi đua đã được các CCB nhiệt tình hưởng ứng
","Lơ̆m lư sơnăm anu yuô ơ̆u, rim kơ̆p Hôi CCB lơ̆m huyên jơh pơjăng jơră dêh hŏk weng pơm 'boi nưih sơngưm yăl arih alưng liêm HCM đơ̆ng lư tơdrong pơm tơpă, cu thê pơtĕp adrĭng trong glong tơjroh ""CCB gương mơ̆u"" jơh đei Hôi CCB huyên pơnhroh jơrŭ să truh đĭ đăng kang bô, nă ma CCB lơ̆m huyên; yua tơdrong pơnhroh đa dang, tơdrong phong phŭ weng tơpă kơna măng krao akŏm weng trong glong tơjroh jơh đei rim CCB tơpă hương ư̆ng
"
"Kết quả, đã có 100% cơ sở hội CCB trong huyện tổ chức học tập các chuyên đề, thu hút trên 94% cán bộ, hội viên tham gia
","Thu 'yŏk, jơh ơĭ 100% cơ sơ Hôi CCB lơ̆m huyên pơlŏk hŏk tơ̆p rim chuyên đê, pơnhôm loi 94% kang bô, nă ma adrĭng pơm
"
"Đã tổ chức hội nghị ""Kể chuyện về tấm gương đạo đức Hồ Chí Minh"" từ cấp cơ sở đến cấp huyện
","Jơh pơlŏk Hôi ngi ""Tơroi nưih sơngưm yăl arih alưng liêm HCM"" đơ̆ng kơ̆p cơ sơ truh kơ̆p huyên
"
"Qua phát động ""Mỗi hội viên đăng ký một việc làm tốt theo tấm gương đạo đức Hồ Chí Minh"", toàn huyện đã có trên 1.000 hội viên CCB đăng ký, đạt tỷ lệ gần 96%
","Qua phat đông ""Minh nă ma đăng kyê minh tơdrong pơm hơgei 'boi nưih sơngưm yăl arih alưng liêm HCM"", lơ̆m huyên jơh ơĭ loi 1.000 nă ma CCB đăng kyê, đat ty lê jê̆ 96%
"
"Những năm qua, công tác giáo dục và đào tạo nâng cao dân trí của đồng bào DTTS luôn được các cấp chính quyền quan tâm thực hiện
","Lư sơnăm anu yuô ơ̆u, tơdrong giao duc weng đao tao đơ̆ng nă ma kon kông dăch đei rim kơ̆p khul pơgơl ngŏ hnhei pơm
"
"Huyện đã chỉ đạo ngành giáo dục và đào tạo phối hợp với các ban, ngành, hội đoàn thể xây dựng hệ thống mạng lưới trường lớp vùng DTTS, miền núi đặc biệt khó khăn thực hiện tốt công tác giáo dục dân tộc nhằm nâng cao dân trí, đào tạo nguồn nhân lực vùng DTTS và miền núi
","Huyên jơh pơgơl nganh giao duc weng đao tao adrĭng rim ban, nganh, đoan thê tơjung pơm hê thông mang lươĭ trương lơ̆p apung nă ma kon kông, apung kông pơgloh hrat tơnap pơm hơgei tơdrong giao duc kon kông sư̆ pôk xuôn nă ma, đao tao nguôn nhân lưc apung nă ma kon kông weng apung kông
"
"Chỉ đạo các đơn vị thực hiện nghiêm túc nhiệm vụ giáo dục và đào tạo, đặc biệt giáo dục đối với học sinh DTTS
","Pơgơl rim đơn vi pơm tơpă tơdrong giao duc weng đao tao, pơgloh la giao duc adrĭng hŏk sinh kon kông
"
"Thực hiện chi trả chế độ chính sách kịp thời, đúng chế độ và đối tượng, đặc biệt là học sinh thuộc diện chính sách, học sinh các trường phổ thông dân tộc bán trú
","Pơm chi tra chê đô chinh sach tơtam, trơ trŏ chê đô weng đôi tương, pơgloh la hŏk sinh oei lơ̆m kơbră chinh sach, hŏk sinh rim trương phô thông dân tôc 'ban trŭ
"
"Bên cạnh đó, thường xuyên kiểm tra việc thực hiện chế độ chính sách đối với học sinh các trường phổ thông dân tộc bán trú và các trường vùng DTTS nhằm phát huy giá trị văn hóa đậm đà bản sắc dân tộc địa phương, góp phần huy động học sinh ra trường, ra lớp và nâng cao chất lượng giáo dục toàn diện
","Minh kơpah 'noh, dăch ngŏ hnhĕi tơdrong pơm chê đô chinh sach adrĭng hŏk sinh rim trương phô thông dân tôc 'ban trŭ weng rim trương apung nă ma kon kông sư̆ pơjing giă tri văn hoa, tơdrong kon kông oei cham pơlei, pơgŏp tơdrong krao hŏk sinh lĕch trương, lĕch lơ̆p weng pôk xuôn tơdrong thu 'yŏk đei toan diên
"
"Hiện nay, toàn huyện có 26 cơ sở giáo dục phân bố đều ở các xã, thị trấn, phục vụ tốt nhu cầu học tập cho trẻ trong độ tuổi đến trường
","Ahrĕi, lơ̆m huyên ơĭ 26 cơ sơ giao duc oei rim xa, thi trân, tơgŭm hơgei tơdrong hŏk tơ̆p ăn đe hơyoh lơ̆m kơbră truh trương
"
"Bên cạnh việc xây dựng, trang bị cơ sở vật chất, thiết bị dạy và học, nâng cao chất lượng giảng dạy của đội ngũ giáo viên, huyện đã triển khai thực hiện dầy đủ các chế độ chính sách đối với con em đồng bào DTTS như: cấp phát dụng cụ học tập, hỗ trợ gạo, tiền ăn và các nhu cầu cá nhân khác dể tạo điều kiện cho các em học tập tốt
","Minh kơpah tơdrong tơjung pơm, trang bi cơ sơ vât chât, đô pơtơ̆p weng hŏk, pôk xuôn tơdrong thu 'yŏk đei trong pơtơ̆p đơ̆ng đôi ngu bơngai pơtơ̆p pơtho, huyên jơh pơnhroh pơm duh rim tơdrong chinh sach adrĭng kon mon nă ma kon kông in: kơ̆p phat đô hŏk tơ̆p, tơgŭm phê, jên sa weng rim tơdrong kơdih nai sư̆ pơm tơdrong ăn rim đe hơyoh hŏk tơ̆p hơgĕi
"
"Toàn huyện đã thực hiện tốt công tác huy động trẻ DTTS đến trường, vận động số trẻ bỏ học, lưu ban trở lại trường
","Huyên jơh pơm hơgĕi tơdrong krao đe hơyoh kon kông truh trương, krao akŏm ksô̆ đe hơyoh tŭk hŏk, lưu 'ban năm hŏk piêu
"
"Trung tâm y tế huyện Vĩnh Thạnh vừa tiếp nhận 2.900 bộ test chẩn đoán nhanh sốt rét từ Dự án Sáng kiến khu vực ngăn chặn và loại trừ sốt rét kháng thuốc Ạc-si-min hỗ trợ
","Trung tâm y tê huyên Vinh Thanh anao tiêp 'yŏk 2.900 'bô test chuân đoan ranh grŭn tơnghiêt đơ̆ng Dư an sang kiê̆n khu vưc gơ̆n weng loai trư grŭn tơnghiêt khang bơgang Ac-si-min tơgum
"
"Như vậy từ đầu năm đến, huyện Vĩnh Thạnh đã nhận tổng cộng 4.900 bộ
","In 'noh đơ̆ng kơl sơnăm truh ahrĕi, huyên Vinh Thanh jơh 'yŏk pơting 4.900 'bô
"
"Trên cơ sở số lượng được phân bổ cho huyện, Trung tâm y tế huyện cũng đã phân phát về cho Trạm y tế các xã, thị trấn, để thực hiện việc chẩn đoán, phát hiện và phòng, chống bệnh sốt rét cho người dân
","Lơ̆m cơ sơ ksô̆ lương đei tơgŭm ăn huyên, Trung tâm y tê huyên kung jơh tơgŭm ăn Tram y tê rim xa, thi trân sư̆ pơm tơdrong chuân đoan, 'boh lĕch weng phong dơt jĭ grŭn tơnghiêt ăn nă ma
"
"Ngoài ra, trong khuôn khổ dự án, đầu năm đến nay Trung tâm y tế huyện cũng đã tiếp nhận và cấp phát 5.300 cái màn đôi tẩm hóa chất phòng chống muỗi đốt cho người dân các xã, thị trấn trong huyện để phòng, chống bệnh sốt rét
","Minh kơpah, lơ̆m dư an, đơ̆ng kơl sơnăm truh ahrĕi, Trung tâm y tê huyên kung jơh 'yŏk weng kơ̆p tơgŭm 5.300 tŏ mung đôi tâm bơgang phong dơt sơhmĕch căp ăn nă ma rim xa, thi trân lơ̆m tơring huyên sư̆ phong dơt jĭ grŭn tơnghiêt
"
"Hội đồng nghĩa vụ quân sự huyện đã tiến hành xét duyệt chính trị 1.297 thanh niên trong diện nhập ngũ trên địa bàn huyện
","Hôi đông NVQS huyên jơh xet duyêt chinh tri 1.297 đe adruh lơ̆m kơbră nhâp ngu lơ̆m tơring huyên
"
"Kết quả, có 337 thanh niên đủ điều kiện gọi khám sức khỏe thực hiện nghĩa vụ quân sự năm 2020
","Thu 'yŏk ơĭ 337 đe adruh duh tơdrong krao kham jăng pran pơm NVQS sơnăm 2019
"
"Sau khi xét duyệt chính trị, Hội đồng nghĩa vụ quân sự huyện phối hợp các ban, ngành, đoàn thể liên quan tiến hành củng cố hồ sơ, tổ chức khám sức khỏe và tiến hành phát lệnh gọi khám tuyển
","Đơ̆ng rong xet duyêt chinh tri, Hôi đông NVQS huyên adrĭng rim ban, nganh, đoan thê liên quan jơh cung cô hô sơ, pơlŏk kham jăng pran weng phat lênh krao kham tuyên
"
"Đồng thời phối hợp các cấp, các ngành, đoàn thể, các xã, thị trấn và các thành viên Hội đồng nghĩa vụ quân sự huyện tiếp tục đẩy mạnh công tác vận động tuyên truyền đến nhân dân, đôn đốc, nhắc nhở, động viên các thanh niên và gia đình có con em nằm trong diện gọi, khám tuyển nghĩa vụ quân sự  thực hiện tốt nghĩa vụ công dân
","Thoi 'noh, adrĭng rim kơ̆p, rim nganh, đoan thê, rim xa, thi trân weng rim thanh viên Hôi đông NVQS huyên ling lang jơră dêh tơdrong krao akŏm, pơtho khan truh kon tơring, pơtho khan, pơkă, krao akŏm rim đe adruh weng ŭnh hnam ơĭ kon mon oei lơ̆m kơbră krao kham tuyên NVQS pơm hơgĕi nghia vu công dân
"
"Ngày 29.10, tại phiên tòa hình sự xét xử sơ thẩm, TAND tỉnh Bình Định đã tuyên phạt ông Đinh Đít, 74 tuổi ở xã Vĩnh Kim 4 năm tù về tội ""Tàng trữ, sử dụng trái phép vũ khí quân dụng"" gây hậu quả nghiêm trọng. Về phần dân sự, TAND tỉnh buộc ông Đít bồi thường cho nạn nhân gần 126 triệu đồng
","'Năr 29/10, dơnŏ măng Toa hinh sư xet xư sơ thâm, TAND tinh Binh Đinh jơh tuyên Phat 'bok Đinh Đit, 74 sơnăm oei xa Vinh Kim 04 sơnăm tu yua tôi ""Tang trư, chă yuô glăi vu khi quân dung"" pơm lĕch hâu qua pơgloh. Lơ̆m tơdrong dân sư, TAND tinh khan bŏk Đit phai bôi thương ăn nan nhân jê̆ 126 triêu đông
"
"Theo cáo trạng, Vào khoảng 6 giờ 30 phút ngày 4-4-2019, ông Đinh Đít mang theo khẩu súng cacbin và 7 viên đạn đi một mình đến khu rừng gần nhà để thăm bẫy thú rừng
","'Boi căo trang, tơmưt khoang 6 giơ 30 phut 'năr 4/4/2019, 'bŏk Đit chĕp tiêa phao cacbin weng 07 gĕr đan năm minh anu truh apung bri jê̆ hnam sư̆ ngŏ chơ đong
"
"Trong lúc ngồi nghỉ, ông Đít lên đạn sẵn để mai phục bắn con khỉ hay đến ăn phá cây trái
","Lơ̆m jơnang oei pơdơi, 'bŏk Đit jơh ăn đan tơmưt phao sư̆ gô pră đâk dăch truh phă 'long plĕi
"
"Thời điểm này, ông Đít thấy trong bụi rậm trước mặt cách khoảng 10 mét động đậy, nghĩ đó là con khỉ nên ông cầm súng bắn
","Jơnang anu, 'bŏk Đit 'boh lơ̆m kơtum 'long adrol măt khang 10m ruh ruh, atac 'noh la đâk kơna 'bŏk 'yŏk phao prăh
"
"Sau khi đạn nổ, nghe tiếng người kêu la, ông Đinh Đít chạy đến thì thấy ông Đinh Trớ, 46 tuổi, ở cùng làng đang nằm dưới đất trong tình trạng vùng vai phải bị trúng đạn chảy máu
","Đơ̆ng rŏng prăh, kơpăng bơl bơngai, 'bŏk Đit kơdơ̆u truh thoi 'boh 'bŏk Đinh Trơ̆, 46 sơnăm oei adrĭng pơlei atung 'bich lư̆k teh lơ̆m tinh trang dơnŏ vai kơma trŏ đan lĕch pham
"
"Sau đó ông Đít gọi người nhà của nạn nhân đến phụ đưa đến bệnh viện cấp cứu
","Đơ̆ng rŏng 'noh, 'bŏk Đit krao ŭnh hnam đơ̆ng 'bŏk Trơ̆ truh tơgŭm chĕp năm truh bênh viên câp cưu
"
"Dù được chạy chữa nhiều nơi, nhưng do vết đạn bắn xuyên phổi, gây tổn thương tủy sống nên ông Trớ đã bị liệt, vết thương hoại tử, thương tích tỷ lệ 93%
","Thoi đei chưa lư dơnŏ, mălĕi yua dơnŏ đan prăh xuyên phôi, pơm tôn thương côt sông kơna 'bŏk Trơ̆ jơh jơh liêt, dơnŏ đan prăh hoai tư, thương tich ty lê 93%
"
"Được biết, năm 1963 ông Đinh Đít tham gia lực lượng du kích xã Vĩnh Kim nên được chính quyền địa phương giao một khẩu súng cac bin để làm nhiệm vụ
","Đei alê̆, sơnăm 1963, 'bŏk Đit ơĭ tơmưt lưk lương du kich xa Vinh Kim kơna đei khul pơgơl cham pơlei pơjao minh tŏ phao cacbin sư̆ pơm nhiêm vu
"
"Đến năm 1975, sau khi đất nước thống nhất, UBND xã Vĩnh Kim yêu cầu giao nộp lại các loại vũ khí để quản lý theo quy định nhưng ông Đít không chấp hành, giấu súng để săn bắn thú rừng
","Truh sơnăm 1975, đơ̆ng rŏng teh đak thông nhât, UBND xa Vinh Kim pơtho khan pơjao nôp ăn rim loai vu khi sư̆ xư lyê 'boi quy đinh mălĕi 'bok Đit bĭ châp hanh, anguôn phao sư̆ pră xem bri
"
"Nhằm giúp hội viên nông dân phát triển kinh tế gia đình, thời gian qua Hội Nông dân xã Vĩnh Hòa đã tranh thủ khai thác các nguồn vốn vay ưu đãi, nguồn vốn Quỹ Hỗ trợ nông dân để giúp cho nhiều hộ nông dân trên địa bàn xã được vay vốn phát triển sản xuất, trồng trọt, chăn nuôi mang lại hiệu quả. Bài viết sau ghi nhận, mời bà con và các bạn cùng theo dõi
","Sư̆ tơgŭm nă ma nông dân pơjing kinh tê ŭnh hnam, jơnang anu yuô ơ̆u, Hôi nông dân xa Vinh Hoa jơh tranh thu khai thac rim nguôn jên vei ưu đai, nguôn jên Quy tơgŭm nông dân sư̆ tơgŭm ăn lư ŭnh hnam nă ma lơ̆m tơring xa đei vei jên pơjing choh jang, pơtăm 'long, kia rong, chĕp ăn thu 'yŏk
"
"Tính đến nay, tổng nguồn vốn Quỹ hỗ trợ nông dân xã Vĩnh Hòa vận động được trên 68 triệu đồng, riêng 9 tháng đầu năm 2019, đã vận động được 9 triệu đồng, đạt 100% kế hoạch năm
","Truh ahrĕi, pơting nguôn jên Quy tơgŭm nông dân xa vinh Hoa krao akŏm đei loi 68 triêu đông, kơdih 9 khĕi kơl sơnăm 2019, jơh krao akŏm đei 9 triêu đông, đat 100% glong pơnhroh
"
"Từ nguồn vốn này, cùng với nguồn vốn hỗ trợ của tỉnh, của huyện, đến nay, Hội Nông dân xã Vĩnh Hòa đã lập thủ tục giải ngân 3 dự án chăn nuôi cho 21 hộ gia đình vay với tổng số tiền 384 triệu đồng, để đầu tư chăn nuôi bò sinh sản
","Đơ̆ng nguôn jên anu, adrĭng nguôn jên tơgŭm đơ̆ng tinh, đơ̆ng huyên, truh ahrĕi, Hôi nông dân xa Vinh Hoa jơh pơm thu tŭk giai ngân 3 dư an kĭa rong ăn 21 ŭnh hnam vei adrĭng pơting ksô̆ jên la 384 triêu đông sư̆ tơgŭm rong lơmo đeh
"
